,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Key,Y
2157,35.0,0.0,36.0,4.0,3.0,4.0,5931.0,0.0,5931.0,0.6679999999999999,2730.0,71.0,0.614,0.0,Existing Customer,F,High School,Single,Less than $40K,Blue,2158,0.9995700000000001
2158,35.0,2.0,29.0,5.0,1.0,2.0,3300.0,1731.0,1569.0,0.6890000000000001,1745.0,27.0,0.929,0.525,Existing Customer,M,Uneducated,Unknown,$120K +,Blue,2159,0.9999399999999999
2159,56.0,4.0,51.0,4.0,2.0,3.0,1438.3,0.0,1438.3,0.47200000000000003,1354.0,24.0,0.7140000000000001,0.0,Existing Customer,F,High School,Married,Less than $40K,Blue,2160,0.9998
2160,35.0,1.0,27.0,4.0,3.0,2.0,34516.0,0.0,34516.0,0.682,2562.0,62.0,0.722,0.0,Existing Customer,F,Uneducated,Single,Unknown,Silver,2161,0.99984
2161,35.0,3.0,36.0,6.0,2.0,5.0,8682.0,1647.0,7035.0,0.971,1792.0,36.0,0.8,0.19,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,2162,0.9994
2162,32.0,1.0,13.0,3.0,3.0,3.0,12616.0,0.0,12616.0,1.054,1376.0,29.0,0.611,0.0,Attrited Customer,M,High School,Divorced,$60K - $80K,Blue,2163,0.00360858
2163,49.0,4.0,43.0,5.0,2.0,4.0,9652.0,2517.0,7135.0,0.889,3762.0,73.0,0.5870000000000001,0.261,Existing Customer,M,College,Unknown,Less than $40K,Blue,2164,0.9996700000000001
2164,36.0,4.0,29.0,3.0,2.0,2.0,1651.0,770.0,881.0,0.736,2516.0,54.0,0.385,0.466,Existing Customer,M,Graduate,Divorced,$120K +,Blue,2165,0.9998799999999999
2165,37.0,3.0,29.0,5.0,1.0,5.0,2576.0,1640.0,936.0,1.128,2568.0,34.0,0.889,0.637,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,2166,0.99969
2166,58.0,1.0,47.0,3.0,1.0,4.0,2212.0,1392.0,820.0,0.573,1387.0,34.0,0.7,0.629,Existing Customer,M,High School,Married,$60K - $80K,Blue,2167,0.9998600000000001
2167,35.0,2.0,21.0,5.0,6.0,3.0,2157.0,1188.0,969.0,0.847,2111.0,59.0,0.639,0.551,Existing Customer,F,High School,Married,Less than $40K,Blue,2168,0.99977
2168,39.0,2.0,26.0,5.0,1.0,2.0,2575.0,1424.0,1151.0,0.5429999999999999,1487.0,33.0,0.737,0.5529999999999999,Existing Customer,F,Graduate,Married,$40K - $60K,Blue,2169,0.9999399999999999
2169,65.0,0.0,56.0,6.0,1.0,2.0,8705.0,1453.0,7252.0,1.11,2688.0,88.0,0.956,0.16699999999999998,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,2170,0.99995
2170,65.0,0.0,56.0,3.0,3.0,5.0,3838.0,1736.0,2102.0,0.445,1467.0,29.0,0.706,0.452,Existing Customer,M,High School,Married,Less than $40K,Blue,2171,0.99926
2171,51.0,2.0,42.0,4.0,1.0,4.0,10306.0,1427.0,8879.0,0.7090000000000001,1456.0,44.0,0.294,0.138,Existing Customer,M,Unknown,Married,$120K +,Blue,2172,0.9998299999999999
2172,56.0,1.0,40.0,4.0,2.0,5.0,5366.0,1271.0,4095.0,0.5579999999999999,1748.0,38.0,0.9,0.237,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,2173,0.99945
2173,58.0,0.0,36.0,6.0,3.0,2.0,2994.0,2351.0,643.0,0.469,1540.0,32.0,0.185,0.785,Existing Customer,M,High School,Married,$80K - $120K,Blue,2174,0.99985
2174,39.0,1.0,36.0,3.0,3.0,3.0,4247.0,0.0,4247.0,0.405,847.0,17.0,0.133,0.0,Attrited Customer,M,Uneducated,Married,Less than $40K,Blue,2175,0.00341249
2175,51.0,1.0,36.0,4.0,4.0,2.0,1737.0,1145.0,592.0,0.809,1954.0,42.0,1.3330000000000002,0.659,Existing Customer,F,College,Single,Less than $40K,Blue,2176,0.9998
2176,58.0,4.0,50.0,5.0,2.0,3.0,18431.0,902.0,17529.0,1.296,2950.0,61.0,0.848,0.049,Existing Customer,M,Uneducated,Single,$40K - $60K,Silver,2177,0.9998100000000001
2177,34.0,3.0,23.0,5.0,3.0,3.0,2263.0,1794.0,469.0,0.794,2154.0,37.0,0.542,0.7929999999999999,Existing Customer,F,Graduate,Married,Less than $40K,Blue,2178,0.99969
2178,39.0,3.0,23.0,6.0,1.0,4.0,2718.0,2156.0,562.0,0.6679999999999999,1711.0,36.0,0.44,0.7929999999999999,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,2179,0.99982
2179,54.0,1.0,43.0,3.0,3.0,2.0,5839.0,2130.0,3709.0,0.687,1640.0,44.0,0.33299999999999996,0.365,Existing Customer,F,College,Married,Unknown,Blue,2180,0.99984
2180,26.0,2.0,13.0,5.0,0.0,3.0,5137.0,0.0,5137.0,0.6990000000000001,2496.0,49.0,0.581,0.0,Existing Customer,F,High School,Single,Unknown,Blue,2181,0.99997
2181,53.0,1.0,43.0,4.0,2.0,3.0,11909.0,1018.0,10891.0,1.006,1938.0,53.0,0.6559999999999999,0.085,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,2182,0.99982
2182,32.0,3.0,21.0,4.0,3.0,5.0,21390.0,0.0,21390.0,0.946,2477.0,59.0,0.341,0.0,Existing Customer,M,College,Single,$80K - $120K,Blue,2183,0.9991
2183,49.0,3.0,39.0,4.0,1.0,4.0,9264.0,629.0,8635.0,0.659,4107.0,79.0,0.58,0.068,Existing Customer,M,High School,Married,$60K - $80K,Blue,2184,0.99984
2184,39.0,2.0,26.0,4.0,2.0,5.0,5484.0,2517.0,2967.0,0.489,2025.0,51.0,0.37799999999999995,0.45899999999999996,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,2185,0.9994200000000001
2185,32.0,2.0,22.0,3.0,3.0,5.0,4739.0,0.0,4739.0,0.363,886.0,21.0,0.4,0.0,Attrited Customer,M,Graduate,Married,$40K - $60K,Blue,2186,0.00111805
2186,30.0,1.0,19.0,4.0,3.0,3.0,7970.0,0.0,7970.0,0.7759999999999999,1284.0,30.0,0.429,0.0,Attrited Customer,M,College,Divorced,Less than $40K,Blue,2187,0.00360825
2187,37.0,1.0,36.0,6.0,1.0,2.0,3127.0,2378.0,749.0,0.862,2292.0,49.0,0.441,0.76,Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,2188,0.99995
2188,38.0,2.0,36.0,5.0,1.0,2.0,7756.0,1670.0,6086.0,0.78,1858.0,51.0,0.545,0.215,Existing Customer,M,Uneducated,Single,$40K - $60K,Blue,2189,0.9999399999999999
2189,46.0,2.0,33.0,6.0,2.0,3.0,34516.0,676.0,33840.0,0.8140000000000001,3508.0,58.0,0.871,0.02,Existing Customer,M,Uneducated,Single,$120K +,Blue,2190,0.9998
2190,36.0,2.0,36.0,5.0,3.0,4.0,5605.0,1322.0,4283.0,1.204,2338.0,41.0,0.9520000000000001,0.23600000000000002,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,2191,0.9994700000000001
2191,33.0,1.0,36.0,4.0,3.0,2.0,2946.0,1359.0,1587.0,0.746,2017.0,48.0,0.455,0.461,Existing Customer,M,Post-Graduate,Married,$80K - $120K,Blue,2192,0.9998
2192,58.0,3.0,54.0,4.0,2.0,3.0,8886.0,0.0,8886.0,0.6940000000000001,4148.0,79.0,0.7559999999999999,0.0,Existing Customer,F,Post-Graduate,Single,Less than $40K,Blue,2193,0.99977
2193,46.0,4.0,36.0,3.0,2.0,5.0,3104.0,862.0,2242.0,1.057,2781.0,74.0,0.682,0.278,Existing Customer,M,Doctorate,Married,$120K +,Blue,2194,0.9991399999999999
2194,39.0,5.0,36.0,4.0,3.0,3.0,19435.0,2120.0,17315.0,0.625,2062.0,55.0,0.486,0.109,Existing Customer,M,Unknown,Married,$80K - $120K,Blue,2195,0.99966
2195,54.0,2.0,46.0,3.0,3.0,3.0,3312.0,1624.0,1688.0,0.573,1973.0,55.0,0.667,0.49,Existing Customer,F,Doctorate,Married,Less than $40K,Blue,2196,0.99956
2196,50.0,3.0,40.0,5.0,1.0,4.0,34516.0,0.0,34516.0,0.986,1930.0,36.0,0.44,0.0,Existing Customer,M,High School,Married,$120K +,Blue,2197,0.99984
2197,41.0,3.0,33.0,6.0,1.0,4.0,5246.0,0.0,5246.0,0.9690000000000001,3189.0,56.0,0.556,0.0,Existing Customer,M,College,Single,$60K - $80K,Blue,2198,0.99984
2198,53.0,1.0,41.0,4.0,1.0,2.0,2432.0,1554.0,878.0,1.158,3670.0,60.0,0.818,0.639,Existing Customer,M,Graduate,Unknown,$60K - $80K,Blue,2199,0.99995
2199,36.0,5.0,30.0,3.0,3.0,3.0,3103.0,2399.0,704.0,0.581,1836.0,48.0,0.655,0.773,Existing Customer,F,Graduate,Married,Less than $40K,Blue,2200,0.99969
2200,38.0,3.0,33.0,5.0,3.0,4.0,30746.0,1168.0,29578.0,0.653,1519.0,43.0,0.72,0.038,Existing Customer,M,Unknown,Married,$120K +,Blue,2201,0.99941
2201,55.0,2.0,36.0,2.0,3.0,3.0,34516.0,0.0,34516.0,0.39899999999999997,1353.0,40.0,0.212,0.0,Attrited Customer,F,College,Single,Unknown,Silver,2202,0.00374779
2202,45.0,4.0,40.0,3.0,2.0,2.0,11962.0,1025.0,10937.0,0.6940000000000001,1907.0,52.0,0.9259999999999999,0.086,Existing Customer,M,College,Unknown,$120K +,Blue,2203,0.9998799999999999
2203,36.0,2.0,27.0,5.0,3.0,3.0,14690.0,979.0,13711.0,0.8109999999999999,2746.0,68.0,0.511,0.067,Existing Customer,M,High School,Single,$80K - $120K,Blue,2204,0.99971
2204,45.0,1.0,32.0,5.0,1.0,2.0,6629.0,1389.0,5240.0,0.828,3891.0,69.0,0.643,0.21,Existing Customer,M,Graduate,Single,$40K - $60K,Blue,2205,0.99995
2205,38.0,4.0,27.0,6.0,2.0,4.0,5535.0,1276.0,4259.0,0.636,1764.0,38.0,0.9,0.231,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,2206,0.99966
2206,35.0,2.0,22.0,4.0,3.0,3.0,2544.0,1848.0,696.0,0.804,2289.0,49.0,0.441,0.726,Existing Customer,F,High School,Married,Less than $40K,Blue,2207,0.99971
2207,48.0,3.0,37.0,4.0,3.0,3.0,3305.0,2517.0,788.0,0.7659999999999999,2027.0,57.0,1.036,0.762,Existing Customer,M,College,Married,Less than $40K,Blue,2208,0.99969
2208,51.0,2.0,36.0,5.0,2.0,4.0,34516.0,888.0,33628.0,1.2990000000000002,1959.0,42.0,0.909,0.026000000000000002,Existing Customer,M,Uneducated,Single,$120K +,Blue,2209,0.99966
2209,37.0,1.0,20.0,3.0,2.0,5.0,9466.0,0.0,9466.0,0.818,2503.0,70.0,0.489,0.0,Existing Customer,F,College,Single,Unknown,Blue,2210,0.9994799999999999
2210,33.0,2.0,21.0,4.0,3.0,4.0,5297.0,0.0,5297.0,0.779,2655.0,62.0,0.55,0.0,Existing Customer,F,Doctorate,Single,Unknown,Blue,2211,0.99925
2211,31.0,1.0,36.0,4.0,3.0,3.0,4260.0,1775.0,2485.0,1.239,2109.0,52.0,0.625,0.41700000000000004,Existing Customer,M,College,Married,$80K - $120K,Blue,2212,0.99972
2212,40.0,4.0,26.0,6.0,1.0,2.0,7291.0,2517.0,4774.0,0.83,2198.0,56.0,0.6970000000000001,0.345,Existing Customer,F,College,Single,Less than $40K,Blue,2213,0.9999399999999999
2213,43.0,4.0,37.0,4.0,2.0,3.0,13882.0,758.0,13124.0,0.5,1646.0,42.0,0.75,0.055,Existing Customer,M,High School,Unknown,$80K - $120K,Blue,2214,0.9998
2214,63.0,0.0,56.0,4.0,2.0,5.0,6500.0,1786.0,4714.0,0.524,1497.0,27.0,0.35,0.275,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,2215,0.9995200000000001
2215,35.0,4.0,30.0,6.0,3.0,4.0,1626.0,979.0,647.0,1.4669999999999999,2847.0,61.0,0.968,0.602,Existing Customer,F,Unknown,Married,Less than $40K,Blue,2216,0.99941
2216,31.0,1.0,22.0,5.0,1.0,5.0,6662.0,0.0,6662.0,0.934,3264.0,83.0,0.7659999999999999,0.0,Existing Customer,F,High School,Single,Less than $40K,Blue,2217,0.99975
2217,36.0,4.0,25.0,4.0,3.0,3.0,5846.0,1732.0,4114.0,0.611,2056.0,41.0,0.64,0.29600000000000004,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,2218,0.9996700000000001
2218,34.0,1.0,27.0,3.0,1.0,2.0,8063.0,2149.0,5914.0,0.722,2042.0,49.0,0.69,0.267,Existing Customer,M,High School,Married,$60K - $80K,Blue,2219,0.99995
2219,29.0,0.0,23.0,3.0,3.0,2.0,6224.0,1092.0,5132.0,0.919,2222.0,39.0,0.56,0.175,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,2220,0.9998299999999999
2220,55.0,1.0,49.0,6.0,2.0,4.0,4597.0,2442.0,2155.0,0.512,1504.0,38.0,0.35700000000000004,0.531,Existing Customer,M,Doctorate,Married,$60K - $80K,Blue,2221,0.99956
2221,46.0,2.0,31.0,3.0,3.0,5.0,7869.0,0.0,7869.0,0.6920000000000001,998.0,25.0,0.562,0.0,Attrited Customer,M,Graduate,Single,$40K - $60K,Blue,2222,0.00111805
2222,45.0,2.0,35.0,6.0,3.0,2.0,17884.0,2096.0,15788.0,0.47700000000000004,2031.0,49.0,0.633,0.11699999999999999,Existing Customer,M,College,Married,$60K - $80K,Blue,2223,0.9998299999999999
2223,52.0,0.0,36.0,2.0,2.0,3.0,1438.3,978.0,460.3,0.773,947.0,33.0,0.5710000000000001,0.68,Attrited Customer,F,Doctorate,Single,Less than $40K,Blue,2224,0.00418811
2224,40.0,3.0,32.0,5.0,1.0,3.0,2046.0,1694.0,352.0,0.853,3432.0,49.0,0.96,0.828,Existing Customer,F,High School,Married,Less than $40K,Blue,2225,0.9999100000000001
2225,46.0,4.0,36.0,4.0,2.0,2.0,6370.0,0.0,6370.0,0.855,1783.0,40.0,0.667,0.0,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,2226,0.9998799999999999
2226,54.0,2.0,46.0,6.0,2.0,2.0,2737.0,2517.0,220.0,0.5329999999999999,1619.0,37.0,0.48,0.92,Existing Customer,F,Graduate,Married,Less than $40K,Blue,2227,0.99989
2227,36.0,1.0,25.0,6.0,1.0,2.0,2622.0,2489.0,133.0,0.84,2717.0,79.0,0.5489999999999999,0.9490000000000001,Existing Customer,M,Graduate,Single,Less than $40K,Blue,2228,0.99995
2228,44.0,3.0,33.0,2.0,3.0,3.0,7266.0,906.0,6360.0,0.6759999999999999,1741.0,27.0,0.42100000000000004,0.125,Attrited Customer,M,Graduate,Married,$40K - $60K,Blue,2229,0.00317458
2229,37.0,2.0,30.0,6.0,3.0,3.0,2258.0,1338.0,920.0,0.86,2511.0,55.0,0.774,0.593,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,2230,0.99969
2230,35.0,3.0,25.0,3.0,2.0,3.0,6510.0,2055.0,4455.0,1.042,2238.0,49.0,0.531,0.316,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,2231,0.9998
2231,64.0,0.0,55.0,4.0,1.0,4.0,2508.0,1580.0,928.0,0.44,1607.0,44.0,0.419,0.63,Existing Customer,F,Unknown,Married,Unknown,Blue,2232,0.99985
2232,52.0,2.0,36.0,5.0,1.0,2.0,4006.0,2517.0,1489.0,0.557,1157.0,34.0,0.619,0.628,Existing Customer,F,Uneducated,Married,Unknown,Blue,2233,0.9999399999999999
2233,37.0,5.0,19.0,4.0,1.0,2.0,3252.0,1987.0,1265.0,0.6579999999999999,2953.0,72.0,0.7140000000000001,0.611,Existing Customer,F,High School,Single,$40K - $60K,Blue,2234,0.9999399999999999
2234,45.0,4.0,26.0,4.0,3.0,1.0,16317.0,0.0,16317.0,0.742,2944.0,71.0,0.972,0.0,Existing Customer,F,Uneducated,Married,Unknown,Blue,2235,0.9998799999999999
2235,28.0,1.0,15.0,3.0,3.0,1.0,2109.0,1542.0,567.0,0.67,2261.0,56.0,0.6,0.731,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,2236,0.99989
2236,65.0,1.0,56.0,4.0,2.0,0.0,7023.0,1726.0,5297.0,1.178,2535.0,51.0,0.759,0.24600000000000002,Existing Customer,F,Graduate,Married,Less than $40K,Blue,2237,0.9999600000000001
2237,55.0,0.0,42.0,3.0,2.0,1.0,8302.0,2517.0,5785.0,0.6609999999999999,1576.0,34.0,0.789,0.303,Existing Customer,M,Graduate,Married,$120K +,Blue,2238,0.9999399999999999
2238,55.0,2.0,47.0,3.0,3.0,3.0,9959.0,1209.0,8750.0,0.5479999999999999,1584.0,28.0,0.273,0.121,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,2239,0.9997
2239,41.0,4.0,36.0,4.0,3.0,4.0,3636.0,1884.0,1752.0,0.924,4254.0,79.0,0.491,0.518,Existing Customer,M,Uneducated,Single,$40K - $60K,Blue,2240,0.99944
2240,57.0,2.0,46.0,5.0,1.0,1.0,5184.0,1856.0,3328.0,0.5529999999999999,1834.0,55.0,0.5710000000000001,0.358,Existing Customer,F,High School,Married,Less than $40K,Blue,2241,0.99997
2241,37.0,2.0,29.0,6.0,1.0,4.0,14575.0,0.0,14575.0,1.251,3444.0,80.0,0.7020000000000001,0.0,Existing Customer,M,High School,Single,$60K - $80K,Blue,2242,0.99985
2242,29.0,0.0,15.0,6.0,3.0,2.0,3107.0,1720.0,1387.0,0.6609999999999999,2460.0,71.0,0.69,0.5539999999999999,Existing Customer,M,College,Divorced,Unknown,Blue,2243,0.99985
2243,62.0,0.0,49.0,6.0,1.0,2.0,1438.3,0.0,1438.3,0.757,1281.0,32.0,1.0,0.0,Existing Customer,F,College,Married,$40K - $60K,Blue,2244,0.99995
2244,42.0,4.0,25.0,4.0,3.0,3.0,3092.0,1115.0,1977.0,0.802,2133.0,41.0,0.7829999999999999,0.361,Existing Customer,M,College,Unknown,$60K - $80K,Blue,2245,0.99969
2245,47.0,1.0,36.0,4.0,2.0,1.0,8322.0,0.0,8322.0,0.86,3700.0,62.0,1.0,0.0,Existing Customer,F,Graduate,Married,Less than $40K,Blue,2246,0.9999399999999999
2246,44.0,0.0,36.0,5.0,3.0,2.0,10110.0,1229.0,8881.0,0.65,4063.0,74.0,0.48,0.122,Existing Customer,F,Graduate,Married,Less than $40K,Silver,2247,0.9998600000000001
2247,34.0,1.0,28.0,4.0,3.0,4.0,2707.0,2036.0,671.0,0.8270000000000001,1926.0,33.0,0.941,0.752,Existing Customer,F,High School,Married,Less than $40K,Blue,2248,0.9995299999999999
2248,37.0,1.0,32.0,4.0,1.0,3.0,4397.0,2007.0,2390.0,0.892,2473.0,47.0,1.136,0.456,Existing Customer,M,Graduate,Single,Unknown,Blue,2249,0.9999100000000001
2249,33.0,2.0,21.0,3.0,3.0,2.0,5795.0,0.0,5795.0,0.746,2322.0,65.0,0.585,0.0,Existing Customer,F,Graduate,Single,Unknown,Blue,2250,0.99982
2250,40.0,4.0,23.0,6.0,3.0,2.0,9760.0,1657.0,8103.0,1.1340000000000001,4542.0,86.0,0.87,0.17,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,2251,0.9998100000000001
2251,51.0,2.0,40.0,3.0,2.0,0.0,6103.0,0.0,6103.0,0.532,3203.0,64.0,0.8290000000000001,0.0,Existing Customer,M,Doctorate,Single,$40K - $60K,Blue,2252,0.9999399999999999
2252,65.0,1.0,56.0,6.0,2.0,2.0,2246.0,1326.0,920.0,0.5429999999999999,1429.0,32.0,0.455,0.59,Existing Customer,M,High School,Married,$40K - $60K,Blue,2253,0.9999
2253,46.0,3.0,35.0,6.0,3.0,4.0,4930.0,0.0,4930.0,1.0190000000000001,3343.0,77.0,0.638,0.0,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,2254,0.99946
2254,27.0,0.0,16.0,4.0,1.0,2.0,3178.0,1118.0,2060.0,0.643,2010.0,31.0,0.55,0.35200000000000004,Existing Customer,M,Graduate,Single,$40K - $60K,Blue,2255,0.99995
2255,37.0,1.0,30.0,3.0,5.0,0.0,3003.0,1810.0,1193.0,0.7190000000000001,3148.0,68.0,0.789,0.603,Existing Customer,F,High School,Unknown,Less than $40K,Blue,2256,0.9999299999999999
2256,34.0,1.0,25.0,4.0,3.0,3.0,2318.0,2069.0,249.0,1.399,2689.0,57.0,0.7809999999999999,0.893,Existing Customer,F,Doctorate,Married,Unknown,Blue,2257,0.99959
2257,34.0,0.0,17.0,4.0,1.0,4.0,2638.0,2092.0,546.0,0.591,1868.0,43.0,0.344,0.7929999999999999,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,2258,0.9998600000000001
2258,35.0,1.0,36.0,3.0,2.0,4.0,2004.0,0.0,2004.0,0.6809999999999999,1974.0,60.0,0.364,0.0,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,2259,0.9996799999999999
2259,55.0,2.0,49.0,4.0,1.0,1.0,2414.0,2276.0,138.0,0.5670000000000001,2000.0,62.0,0.59,0.943,Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,2260,0.9999600000000001
2260,60.0,0.0,45.0,5.0,2.0,4.0,1438.3,648.0,790.3,0.47700000000000004,1267.0,27.0,1.077,0.451,Existing Customer,F,Doctorate,Married,Less than $40K,Blue,2261,0.99959
2261,56.0,2.0,44.0,3.0,1.0,2.0,2043.0,1928.0,115.0,0.7909999999999999,2311.0,57.0,0.8390000000000001,0.9440000000000001,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,2262,0.9999399999999999
2262,52.0,2.0,46.0,3.0,3.0,2.0,34516.0,2517.0,31999.0,0.685,3072.0,67.0,0.675,0.073,Existing Customer,M,High School,Single,$80K - $120K,Blue,2263,0.9998299999999999
2263,45.0,4.0,36.0,3.0,1.0,3.0,3111.0,2290.0,821.0,1.6119999999999999,1998.0,41.0,0.46399999999999997,0.736,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,2264,0.9999
2264,56.0,1.0,48.0,6.0,3.0,4.0,2585.0,1207.0,1378.0,0.44,1590.0,33.0,0.32,0.467,Existing Customer,M,Graduate,Married,$120K +,Blue,2265,0.9995200000000001
2265,26.0,0.0,13.0,5.0,2.0,4.0,2469.0,2410.0,59.0,0.544,1027.0,20.0,0.17600000000000002,0.976,Attrited Customer,M,Graduate,Single,Less than $40K,Blue,2266,0.0035546999999999996
2266,30.0,1.0,19.0,5.0,2.0,0.0,8744.0,1712.0,7032.0,0.895,2579.0,68.0,0.659,0.196,Existing Customer,M,Unknown,Single,Less than $40K,Blue,2267,0.9999600000000001
2267,34.0,3.0,23.0,5.0,1.0,4.0,4185.0,2517.0,1668.0,0.861,2179.0,55.0,0.774,0.601,Existing Customer,M,High School,Married,$80K - $120K,Blue,2268,0.99984
2268,39.0,3.0,36.0,6.0,2.0,4.0,4759.0,1459.0,3300.0,1.24,2903.0,57.0,0.9,0.307,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,2269,0.99965
2269,36.0,3.0,36.0,6.0,2.0,4.0,24457.0,1300.0,23157.0,0.914,2739.0,65.0,0.912,0.053,Existing Customer,M,Graduate,Single,$120K +,Blue,2270,0.99966
2270,32.0,3.0,20.0,6.0,2.0,2.0,14244.0,1673.0,12571.0,0.6990000000000001,2729.0,66.0,0.535,0.11699999999999999,Existing Customer,M,Unknown,Single,$120K +,Blue,2271,0.99987
2271,48.0,4.0,28.0,3.0,3.0,4.0,6572.0,417.0,6155.0,0.584,1766.0,46.0,0.5329999999999999,0.063,Attrited Customer,M,Doctorate,Single,$80K - $120K,Blue,2272,0.00127462
2272,50.0,2.0,34.0,5.0,3.0,2.0,23381.0,905.0,22476.0,0.645,4357.0,73.0,0.521,0.039,Existing Customer,F,Uneducated,Married,Unknown,Blue,2273,0.99982
2273,39.0,2.0,26.0,5.0,3.0,2.0,3471.0,2517.0,954.0,0.743,1771.0,34.0,0.889,0.725,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,2274,0.99982
2274,61.0,0.0,51.0,4.0,2.0,1.0,2250.0,1041.0,1209.0,0.6779999999999999,1339.0,28.0,0.867,0.46299999999999997,Existing Customer,F,Graduate,Married,Less than $40K,Blue,2275,0.9999399999999999
2275,65.0,1.0,53.0,5.0,3.0,2.0,15965.0,2312.0,13653.0,0.59,1619.0,40.0,0.5379999999999999,0.145,Existing Customer,F,Unknown,Married,Unknown,Blue,2276,0.9998100000000001
2276,45.0,1.0,36.0,6.0,2.0,2.0,9433.0,1578.0,7855.0,0.66,3910.0,81.0,0.653,0.16699999999999998,Existing Customer,F,High School,Divorced,Less than $40K,Blue,2277,0.9999
2277,34.0,3.0,28.0,4.0,3.0,3.0,9180.0,1814.0,7366.0,0.628,2646.0,49.0,0.633,0.198,Existing Customer,M,Uneducated,Divorced,$120K +,Blue,2278,0.9996799999999999
2278,37.0,3.0,36.0,4.0,2.0,4.0,8818.0,1437.0,7381.0,0.649,1865.0,31.0,0.938,0.163,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,2279,0.99966
2279,44.0,3.0,36.0,5.0,1.0,3.0,4066.0,1028.0,3038.0,0.972,3888.0,77.0,0.604,0.253,Existing Customer,F,Graduate,Single,Less than $40K,Blue,2280,0.9999
2280,56.0,1.0,36.0,6.0,1.0,1.0,9031.0,1535.0,7496.0,0.69,1602.0,35.0,0.591,0.17,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,2281,0.99997
2281,36.0,4.0,36.0,6.0,1.0,2.0,9887.0,994.0,8893.0,0.488,2552.0,64.0,0.455,0.10099999999999999,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,2282,0.9999399999999999
2282,65.0,0.0,53.0,5.0,3.0,5.0,4161.0,2491.0,1670.0,0.41,1203.0,30.0,0.579,0.599,Existing Customer,F,Graduate,Married,Less than $40K,Blue,2283,0.99923
2283,26.0,0.0,15.0,6.0,3.0,3.0,2740.0,2069.0,671.0,0.418,1997.0,44.0,0.419,0.755,Existing Customer,M,Graduate,Single,Less than $40K,Blue,2284,0.99974
2284,26.0,0.0,13.0,1.0,2.0,4.0,6152.0,0.0,6152.0,0.391,968.0,23.0,0.5329999999999999,0.0,Attrited Customer,F,High School,Single,Unknown,Blue,2285,0.00365621
2285,34.0,3.0,24.0,3.0,1.0,4.0,8167.0,1740.0,6427.0,1.455,2141.0,51.0,0.7,0.213,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,2286,0.9998299999999999
2286,51.0,2.0,41.0,6.0,2.0,4.0,23742.0,0.0,23742.0,0.769,3783.0,57.0,0.6759999999999999,0.0,Existing Customer,M,College,Married,$120K +,Blue,2287,0.9996799999999999
2287,57.0,3.0,50.0,6.0,3.0,4.0,16791.0,1181.0,15610.0,0.55,2983.0,74.0,0.682,0.07,Existing Customer,M,College,Unknown,$60K - $80K,Blue,2288,0.9994799999999999
2288,30.0,0.0,23.0,6.0,1.0,2.0,26783.0,1285.0,25498.0,0.59,2495.0,46.0,0.769,0.048,Existing Customer,M,Graduate,Divorced,$80K - $120K,Blue,2289,0.99995
2289,35.0,1.0,27.0,3.0,3.0,4.0,25516.0,1363.0,24153.0,1.172,2317.0,38.0,0.727,0.053,Existing Customer,M,Post-Graduate,Married,$80K - $120K,Blue,2290,0.9994299999999999
